groupId,groupName,status,type,department,category,subcategory,needType,symptoms,aliases,keywords,activeIngredient,targetCustomer,areaType,aisle,side,section,sectionLabel,zoneId,horizontal,vertical,shelfNote,advice,ageRestricted,pharmacistOnly,priority,notes,bay
playgro-oral-care-bay5-bottom,Playgro Oral Care,active,Category,Oral Care,Baby Oral Care,Oral Care Sets,daily-use,"baby teeth,oral hygiene",oral care set,"Playgro,gentle oral care,oral care set",,"baby,toddler,parent",aisle,2,bottom,1,"Baby, Teats & Soothers",aisle-2-down-section-1-bay5,left,bottom,Bay 5 bottom oral care rows,FALSE,FALSE,FALSE,66,,5
pigeon-training-bay5-bottom,Pigeon Training Feeding,active,Category,Baby,Baby Feeding,Training Teats & Cups,baby-care,,"training cup,training teat,training teether","Pigeon,training,teether,teat,straw,step",,"baby,parent",aisle,2,bottom,1,"Baby, Teats & Soothers",aisle-2-down-section-1-bay5,left,bottom,Bay 5 bottom training rows,FALSE,FALSE,FALSE,66,,5
rite-aid-baby-care-bay5-bottom,Rite Aid Baby Care,active,Category,Baby,Baby Care,Baby Grooming,daily-use,,"baby nail trimmer,nail clipper","Rite Aid,baby nail trimmer,nail care",,"baby,parent",aisle,2,bottom,1,"Baby, Teats & Soothers",aisle-2-down-section-1-bay5,left,bottom,Bay 5 bottom rows,FALSE,FALSE,FALSE,62,,5
boon-drying-racks-bay5-bottom,Boon Drying Racks,active,Category,Baby,Baby Feeding,Bottle Drying Racks,daily-use,,"drying rack,bottle rack","Boon,Grass,Twig,drying rack,bottle drying rack,countertop rack",,"baby,parent",aisle,2,bottom,1,"Baby, Teats & Soothers",aisle-2-down-section-1-bay5,left,bottom,Bay 5 Boon bottom rows,FALSE,FALSE,FALSE,80,,5
tommee-tippee-feeding-bay1-middle,Tommee Tippee Feeding Bibs,active,Category,Baby,Baby Feeding,Bibs,baby-care,,"feeding bib,milk bib,bib","Tommee Tippee,bib,milk feeding bib,feeding",,"baby,parent",aisle,2,bottom,1,"Baby, Teats & Soothers",aisle-2-down-section-1-bay1,right,middle,Bay 1 Tommee Tippee middle rows,FALSE,FALSE,FALSE,72,,1
tommee-tippee-health-bay1-bottom,Tommee Tippee Healthcare Kits,active,Category,Baby,Baby Care,Health Accessories,baby-care,"fever,temperature","baby healthcare kit,health kit","Tommee Tippee,healthcare kit,baby health",,"baby,child,parent",aisle,2,bottom,1,"Baby, Teats & Soothers",aisle-2-down-section-1-bay1,right,bottom,Bay 1 Tommee Tippee bottom rows,TRUE,FALSE,FALSE,76,,1
avent-cleaning-bay2-middle,Swisspers & Avent Cleaning Items,active,Category,Baby,Baby Care,Cleaning Accessories,daily-use,,"cotton stick,cleaning stick","Swisspers,Avent,cleaning,cotton sticks,embellished sticks",,"baby,parent",aisle,2,bottom,1,"Baby, Teats & Soothers",aisle-2-down-section-1-bay2,right,middle,Bay 2 middle accessory rows,FALSE,FALSE,FALSE,60,,2
milton-cleaning-bay3-bottom,Milton Surface Cleaning,active,Category,Baby,Baby Care,Surface Wipes,daily-use,,"surface wipes,antibacterial wipes","Milton,antibacterial surface wipes,wipes",,"baby,parent",aisle,2,bottom,1,"Baby, Teats & Soothers",aisle-2-down-section-1-bay3,middle,bottom,Bay 3 bottom cleaning rows,FALSE,FALSE,FALSE,62,,3
nuby-feeding-bay5-top,Nuby Feeders,active,Category,Baby,Baby Feeding,Feeding Accessories,baby-care,,"squeeze feeder,food feeder","Nuby,mini squeeze feeder,feeder,weaning",,"baby,parent",aisle,2,bottom,1,"Baby, Teats & Soothers",aisle-2-down-section-1-bay5,left,top,Bay 5 Nuby top rows,FALSE,FALSE,FALSE,70,,5
nuby-cups-bay5-middle,Nuby Snack Cups,active,Category,Baby,Baby Feeding,Training Cups,baby-care,,"snack cup,sippy cup","Nuby,Snack N Sip,cup,snack cup,sippy",,"baby,toddler,parent",aisle,2,bottom,1,"Baby, Teats & Soothers",aisle-2-down-section-1-bay5,left,middle,Bay 5 Nuby middle rows,FALSE,FALSE,FALSE,74,,5
